state,district,gfsm_susceptibility_score,gfsm_dominant_class,gfsm_high_susceptibility_pct,gfsm_very_high_susceptibility_pct,gfsm_class_1_pct,gfsm_class_2_pct,gfsm_class_3_pct,gfsm_class_4_pct,gfsm_class_5_pct
UTTAR PRADESH,BALARAMPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BALLIA,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,BANDA,2.88,3,16.0,16.0,4.0,36.0,44.0,0.0,16.0
UTTAR PRADESH,BARABANKI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BAREILLY,2.88,3,28.0,0.0,4.0,32.0,36.0,28.0,0.0
UTTAR PRADESH,BASTI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BHADOHI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BIJNOR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,BULANDSAHAR,2.36,2,4.0,0.0,4.0,60.0,32.0,4.0,0.0
UTTAR PRADESH,CHANDAULI,1.56,1,4.0,0.0,56.0,36.0,4.0,4.0,0.0
UTTAR PRADESH,CHITRAKOOT,1.32,1,0.0,0.0,72.0,24.0,4.0,0.0,0.0
UTTAR PRADESH,DEORIA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,ETAH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,ETAWAH,1.92,1,16.0,4.0,48.0,32.0,4.0,12.0,4.0
UTTAR PRADESH,FARRUKHABAD,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,FATEHPUR,4.96,5,100.0,96.0,0.0,0.0,0.0,4.0,96.0
UTTAR PRADESH,FIROZABAD,4.52,5,96.0,56.0,0.0,0.0,4.0,40.0,56.0
UTTAR PRADESH,GAUTAMBUDHNAGAR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,GAZIPUR,2.0,2,0.0,0.0,0.0,100.0,0.0,0.0,0.0
UTTAR PRADESH,GHAZIABAD,1.16,1,0.0,0.0,84.0,16.0,0.0,0.0,0.0
UTTAR PRADESH,GONDA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,GORAKHPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,HAMIRPUR,2.44,3,4.0,0.0,12.0,36.0,48.0,4.0,0.0
UTTAR PRADESH,HAPUR,3.46,4,69.23,0.0,7.69,7.69,15.38,69.23,0.0
UTTAR PRADESH,HARDOI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,HATHRAS,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
UTTAR PRADESH,JALAUN,4.04,5,72.0,40.0,0.0,8.0,20.0,32.0,40.0
UTTAR PRADESH,JAUNPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,JHANSI,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,KANNAUJ,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
UTTAR PRADESH,KANPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,KANPUR DEHAT,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,KASGANJ,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,KAUSHAMBI,4.56,5,88.89,77.78,0.0,11.11,0.0,11.11,77.78
UTTAR PRADESH,KHERI,4.96,5,100.0,96.0,0.0,0.0,0.0,4.0,96.0
UTTAR PRADESH,KUSHINAGAR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,LALITPUR,2.47,2,17.65,0.0,11.76,47.06,23.53,17.65,0.0
UTTAR PRADESH,LUCKNOW,2.4,1,20.0,4.0,28.0,28.0,24.0,16.0,4.0
UTTAR PRADESH,MAHARAJGANJ,3.71,4,61.91,19.05,0.0,9.52,28.57,42.86,19.05
UTTAR PRADESH,MAHOBA,1.4,1,0.0,0.0,60.0,40.0,0.0,0.0,0.0
UTTAR PRADESH,MAINPURI,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
UTTAR PRADESH,MATHURA,1.08,1,0.0,0.0,92.0,8.0,0.0,0.0,0.0
UTTAR PRADESH,MAU,1.4,1,0.0,0.0,80.0,0.0,20.0,0.0,0.0
UTTAR PRADESH,MEERUT,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,MIRZAPUR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,MORADABAD,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,MUZAFARNAGAR,1.72,1,0.0,0.0,48.0,32.0,20.0,0.0,0.0
UTTAR PRADESH,PILHIBHIT,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,PRATAPGARH,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
UTTAR PRADESH,PRAYAGRAJ,2.08,2,8.0,0.0,28.0,44.0,20.0,8.0,0.0
UTTAR PRADESH,RAIBEARELI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,RAMPUR,1.08,1,0.0,0.0,92.0,8.0,0.0,0.0,0.0
UTTAR PRADESH,SAMBHAL,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,SANTKABIRNAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,SHAHJAHANPUR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
UTTAR PRADESH,SHAMLI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,SHARANPUR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,SHRAWASTI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,SIDDHARTHNAGAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,SITAPUR,4.28,5,80.0,52.0,0.0,4.0,16.0,28.0,52.0
UTTAR PRADESH,SONBHADRA,2.04,1,16.0,0.0,44.0,24.0,16.0,16.0,0.0
UTTAR PRADESH,SULTANPUR,1.32,1,0.0,0.0,68.0,32.0,0.0,0.0,0.0
UTTAR PRADESH,UNNAO,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTAR PRADESH,VARANASI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,ALMORA,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,BAGESHWAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,CHAMOLI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,CHAMPAWAT,3.96,4,84.0,20.0,0.0,8.0,8.0,64.0,20.0
UTTARAKHAND,DEHRADUN,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,HARIDWAR,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,NANITAL,1.16,1,0.0,0.0,84.0,16.0,0.0,0.0,0.0
UTTARAKHAND,PAURI GARHWAL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,PITHORAGARH,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,RUDRAPRAYAG,2.88,2,28.0,0.0,0.0,40.0,32.0,28.0,0.0
UTTARAKHAND,TEHRI GARWAL,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
UTTARAKHAND,UDHAM SINGH NAGAR,1.72,1,0.0,0.0,48.0,32.0,20.0,0.0,0.0
UTTARAKHAND,UTTARKASHI,2.6,2,24.0,0.0,12.0,40.0,24.0,24.0,0.0
WEST BENGAL,ALIPURDUAR,5.0,5,100.0,100.0,0.0,0.0,0.0,0.0,100.0
WEST BENGAL,BANKURA,3.76,5,64.0,48.0,8.0,20.0,8.0,16.0,48.0
WEST BENGAL,BIRBHUM,2.8,3,20.0,0.0,6.67,26.67,46.67,20.0,0.0
WEST BENGAL,DAKSHIN DINAJPUR,3.08,2,36.0,16.0,0.0,44.0,20.0,20.0,16.0
WEST BENGAL,DARJEELING,4.25,5,75.0,50.0,0.0,0.0,25.0,25.0,50.0
WEST BENGAL,EASTMEDNIPUR,1.04,1,0.0,0.0,96.0,4.0,0.0,0.0,0.0
WEST BENGAL,HAORA,4.48,5,88.0,60.0,0.0,0.0,12.0,28.0,60.0
WEST BENGAL,HUGLI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
WEST BENGAL,JALPAIGURI,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
WEST BENGAL,JHARGRAM,1.07,1,0.0,0.0,93.33,6.67,0.0,0.0,0.0
WEST BENGAL,KALIMPONG,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
WEST BENGAL,KOLKATA,2.16,1,20.0,0.0,36.0,32.0,12.0,20.0,0.0
WEST BENGAL,MALDA,3.56,4,60.0,28.0,8.0,16.0,16.0,32.0,28.0
WEST BENGAL,MURSIDABAD,3.84,4,72.0,24.0,4.0,4.0,20.0,48.0,24.0
WEST BENGAL,NADIA,3.48,4,52.0,20.0,0.0,24.0,24.0,32.0,20.0
WEST BENGAL,NORTH 24 PRAGANA,2.0,2,0.0,0.0,16.0,68.0,16.0,0.0,0.0
WEST BENGAL,PASHCHIM MEDINIPUR,4.07,4,100.0,6.67,0.0,0.0,0.0,93.33,6.67
WEST BENGAL,PURULIYA,1.76,1,8.0,0.0,48.0,36.0,8.0,8.0,0.0
WEST BENGAL,SOUTH 24 PARGANAS,1.0,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
WEST BENGAL,UTTAR_DINAJPUR,1.4,1,0.0,0.0,72.0,16.0,12.0,0.0,0.0
